path	type	ext	size_bytes	executable	shebang	first_line
/storage/emulated/0/Verizon_Public_Case/manifests/verizon_public_tree_20260308T135536Z.tsv.sha256	file	sha256	157	no	no	663b118928fc0f55977ccc2b41595fa3387c9d27e653c624dbb071f66798b998  /storage/emulated/0/Verizon_Public_Case/manifests/verizon_public_tree_20260308T135536Z.tsv
/storage/emulated/0/Verizon_Public_Case/manifests/verizon_public_sha256_20260308T135536Z.txt.sha256	file	sha256	159	no	no	a3d4276c45fabbea566b3b484cfe15fde57e927ee42bb4cf5e9ed337fa1c2777  /storage/emulated/0/Verizon_Public_Case/manifests/verizon_public_sha256_20260308T135536Z.txt
/storage/emulated/0/Verizon_Public_Case/docs/repo_policy/public_repo_freeze_policy.md	doc	md	741	no	no	# Public Repo Freeze Policy
/storage/emulated/0/Verizon_Public_Case/docs/daily_ingest/2026-03-21/LOCAL_EVIDENCE_REEXTRACT_SUMMARY.md	doc	md	185185	no	no	# Local Evidence Re-Extraction Summary
/storage/emulated/0/Verizon_Public_Case/docs/daily_ingest/2026-03-21/README.txt	file	txt	256	no	no	Output directory: [REDACTED_PATH]
/storage/emulated/0/Verizon_Public_Case/docs/daily_ingest/2026-03-21/CURATED_CORROBORATION_SUMMARY.md	doc	md	1053	no	no	# Curated Corroboration Summary
/storage/emulated/0/Verizon_Public_Case/run_now.sh	shell	sh	436	no	yes	#!/data/data/com.termux/files/usr/bin/bash
/storage/emulated/0/Verizon_Public_Case/file_index.txt	file	txt	1167	no	no	/storage/emulated/0/Verizon_Public_Case/.git/COMMIT_EDITMSG
/storage/emulated/0/Verizon_Public_Case/_inventory/TREE_TOPLEVEL.txt	file	txt	10860	no	no	/storage/emulated/0/Verizon_Public_Case/.git
/storage/emulated/0/Verizon_Public_Case/_inventory/SCRIPT_INVENTORY.tsv	file	tsv	101	no	no	path ext size_bytes shebang kind
/storage/emulated/0/Verizon_Public_Case/_inventory/SCRIPT_CENTRALIZATION_CANDIDATES.tsv	file	tsv	54	no	no	base stem ext size_bytes shebang dir candidate_reason
/storage/emulated/0/Verizon_Public_Case/_inventory_full/FULL_CENSUS.tsv	file	tsv	26477	no	no	path type ext size_bytes executable shebang first_line
/storage/emulated/0/Verizon_Public_Case/_inventory_full/EXECUTABLES.tsv	file	tsv	27	no	no	path size_bytes first_line
/storage/emulated/0/Verizon_Public_Case/_inventory_full/SHEBANG_FILES.tsv	file	tsv	125	no	no	path size_bytes first_line
/storage/emulated/0/Verizon_Public_Case/_inventory_full/CONFIG_AND_DATA_FILES.tsv	file	tsv	20	no	no	path ext size_bytes
/storage/emulated/0/Verizon_Public_Case/manifest.sha256	file	sha256	36918	no	no	889b077815e06b67a20eb1b6e42a437d78d86b95a76fcd190ad64f636f9f00c5  /storage/emulated/0/Verizon_Public_Case/core/net_evidence_core/net_evidence_20260115T061839Z/_run.log
